+-----------+---------+-----------------+--------------+-------------+--------------+-------------+------------+
|  caching  | machine |     device      |    master    |   melanie   |    thomas    | melanie_pct | thomas_pct |
+-----------+---------+-----------------+--------------+-------------+--------------+-------------+------------+
| cached    | 32  | 1024     | ryzen   | raid-sata       | 1664.7145   | 1518.2595   | 1450.3325  | 91          | 87         |
| cached    | 32  | 1024     | xeon    | samsung-990-pro | 3030.462    | 2829.082    | 2745.728   | 93          | 90         |
| cached    | 32  | 1024     | xeon    | wd-sn640        | 3038.676    | 2833.8935   | 2752.194   | 93          | 90         |
| cached    | 32  | 2048     | ryzen   | nvme            | 2066.2315   | 1875.471    | 1755.6645  | 90          | 84         |
| cached    | 32  | 2048     | ryzen   | raid-nvme       | 2049.826    | 1889.5105   | 1766.2045  | 92          | 86         |
| cached    | 32  | 2048     | ryzen   | raid-sata       | 2055.1305   | 1896.053    | 1763.114   | 92          | 85         |
| cached    | 32  | 2048     | xeon    | samsung-990-pro | 3875.3095   | 3632.7805   | 3437.097   | 93          | 88         |
| cached    | 32  | 2048     | xeon    | wd-sn640        | 3877.6095   | 3624.9335   | 3443.9685  | 93          | 88         |
| cached    | 32  | 4048     | ryzen   | nvme            | 1325.522    | 1265.363    | 1266.394   | 95          | 95         |
| cached    | 32  | 4048     | ryzen   | raid-nvme       | 1314.379    | 1266.228    | 1271.4525  | 96          | 96         |
| cached    | 32  | 4048     | ryzen   | raid-sata       | 1315.749    | 1269.829    | 1269.8425  | 96          | 96         |
| cached    | 32  | 4048     | xeon    | samsung-990-pro | 2595.84     | 2505.163    | 2568.418   | 96          | 98         |
| cached    | 32  | 4048     | xeon    | wd-sn640        | 2574.8155   | 2503.987    | 2537.243   | 97          | 98         |
| cached-os | 0   | 2        | ryzen   | nvme            | 649.878     | 620.4185    | 628.4085   | 95          | 96         |
| cached-os | 0   | 2        | ryzen   | raid-nvme       | 651.739     | 648.513     | 631.1855   | 99          | 96         |
| cached-os | 0   | 2        | ryzen   | raid-sata       | 644.9415    | 634.6625    | 635.4025   | 98          | 98         |
| cached-os | 0   | 2        | xeon    | samsung-990-pro | 1898.674    | 1795.5835   | 1781.8885  | 94          | 93         |
| cached-os | 0   | 2        | xeon    | wd-sn640        | 1801.493    | 1754.218    | 1735.448   | 97          | 96         |
| cached-os | 0   | 4        | ryzen   | nvme            | 713.109     | 704.593     | 701.51     | 98          | 98         |
| cached-os | 0   | 4        | ryzen   | raid-nvme       | 716.3675    | 704.7245    | 704.48     | 98          | 98         |
| cached-os | 0   | 4        | ryzen   | raid-sata       | 712.631     | 704.8275    | 702.356    | 98          | 98         |
| cached-os | 0   | 4        | xeon    | samsung-990-pro | 2026.686    | 1953.717    | 1962.1815  | 96          | 96         |
| cached-os | 0   | 4        | xeon    | wd-sn640        | 2002.9505   | 1941.1755   | 1943.498   | 96          | 97         |
| cached-os | 0   | 8        | ryzen   | nvme            | 1188.314    | 1169.525    | 1171.2455  | 98          | 98         |
| cached-os | 0   | 8        | ryzen   | raid-nvme       | 1196.6535   | 1170.6925   | 1172.0285  | 97          | 97         |
| cached-os | 0   | 8        | ryzen   | raid-sata       | 1195.8075   | 1171.9315   | 1176.896   | 98          | 98         |
| cached-os | 0   | 8        | xeon    | samsung-990-pro | 3399.793    | 3297.298    | 3293.023   | 96          | 96         |
| cached-os | 0   | 8        | xeon    | wd-sn640        | 3357.953    | 3262.1525   | 3266.2435  | 97          | 97         |
| cached-os | 0   | 16       | ryzen   | nvme            | 2157.873    | 2119.6755   | 2125.672   | 98          | 98         |
| cached-os | 0   | 16       | ryzen   | raid-nvme       | 2160.8315   | 2119.1605   | 2117.4485  | 98          | 97         |
| cached-os | 0   | 16       | ryzen   | raid-sata       | 2164.723    | 2125.0925   | 2120.156   | 98          | 97         |
| cached-os | 0   | 16       | xeon    | samsung-990-pro | 6248.2215   | 6029.9745   | 6048.419   | 96          | 96         |
| cached-os | 0   | 16       | xeon    | wd-sn640        | 6161.2605   | 5965.8305   | 5971.9335  | 96          | 96         |
| cached-os | 0   | 32       | ryzen   | nvme            | 2691.2165   | 2630.707    | 2616.8045  | 97          | 97         |
| cached-os | 0   | 32       | ryzen   | raid-nvme       | 2711.1545   | 2608.4015   | 2609.4585  | 96          | 96         |
| cached-os | 0   | 32       | ryzen   | raid-sata       | 2705.582    | 2618.3815   | 2613.17    | 96          | 96         |
| cached-os | 0   | 32       | xeon    | samsung-990-pro | 8092.2595   | 7701.435    | 7714.3675  | 95          | 95         |
| cached-os | 0   | 32       | xeon    | wd-sn640        | 7909.1385   | 7516.7185   | 7543.869   | 95          | 95         |
| cached-os | 0   | 64       | ryzen   | nvme            | 986.7085    | 973.5215    | 978.8085   | 98          | 99         |
| cached-os | 0   | 64       | ryzen   | raid-nvme       | 980.35      | 975.2305    | 972.7285   | 99          | 99         |
| cached-os | 0   | 64       | ryzen   | raid-sata       | 983.514     | 981.001     | 986.35     | 99          | 100        |
| cached-os | 0   | 64       | xeon    | samsung-990-pro | 2879.5945   | 2856.047    | 2860.078   | 99          | 99         |
| cached-os | 0   | 64       | xeon    | wd-sn640        | 2798.204    | 2837.787    | 2856.039   | 101         | 102        |
| cached-os | 0   | 128      | ryzen   | nvme            | 2197.5055   | 2191.312    | 2197.188   | 99          | 99         |
| cached-os | 0   | 128      | ryzen   | raid-nvme       | 2191.834    | 2186.8415   | 2169.678   | 99          | 98         |
| cached-os | 0   | 128      | ryzen   | raid-sata       | 2198.8415   | 2193.4255   | 2194.936   | 99          | 99         |
| cached-os | 0   | 128      | xeon    | samsung-990-pro | 6513.6785   | 6404.7875   | 6449.793   | 98          | 99         |
| cached-os | 0   | 128      | xeon    | wd-sn640        | 6278.7595   | 6339.7415   | 6401.9865  | 100         | 101        |
| cached-os | 0   | 256      | ryzen   | nvme            | 3784.8545   | 3749.1705   | 3752.346   | 99          | 99         |
| cached-os | 0   | 256      | ryzen   | raid-nvme       | 3766.6445   | 3727.335    | 3759.557   | 98          | 99         |
| cached-os | 0   | 256      | ryzen   | raid-sata       | 3769.736    | 3738.2535   | 3741.7265  | 99          | 99         |
| cached-os | 0   | 256      | xeon    | samsung-990-pro | 11231.952   | 10906.705   | 10932.7285 | 97          | 97         |
| cached-os | 0   | 256      | xeon    | wd-sn640        | 10860.6145  | 10765.32    | 10823.681  | 99          | 99         |
| cached-os | 0   | 512      | ryzen   | nvme            | 3039.9575   | 2988.7645   | 2982.246   | 98          | 98         |
| cached-os | 0   | 512      | ryzen   | raid-nvme       | 3030.1185   | 2978.686    | 2969.1165  | 98          | 97         |
| cached-os | 0   | 512      | ryzen   | raid-sata       | 3036.6955   | 2987.542    | 2981.5565  | 98          | 98         |
| cached-os | 0   | 512      | xeon    | samsung-990-pro | 8554.476    | 8317.002    | 8349.491   | 97          | 97         |
| cached-os | 0   | 512      | xeon    | wd-sn640        | 8376.298    | 8105.122    | 8126.9225  | 96          | 97         |
| cached-os | 0   | 1024     | ryzen   | nvme            | 3933.7455   | 3780.327    | 3786.749   | 96          | 96         |
| cached-os | 0   | 1024     | ryzen   | raid-nvme       | 3951.893    | 3797.626    | 3801.49    | 96          | 96         |
| cached-os | 0   | 1024     | ryzen   | raid-sata       | 3921.798    | 3777.7655   | 3803.453   | 96          | 96         |
| cached-os | 0   | 1024     | xeon    | samsung-990-pro | 11116.8015  | 10641.881   | 10653.459  | 95          | 95         |
| cached-os | 0   | 1024     | xeon    | wd-sn640        | 10840.44    | 10343.535   | 10355.8735 | 95          | 95         |
| cached-os | 0   | 2048     | ryzen   | nvme            | 4321.617    | 4206.8365   | 4208.664   | 97          | 97         |
| cached-os | 0   | 2048     | ryzen   | raid-nvme       | 4338.8455   | 4210.163    | 4201.5695  | 97          | 96         |
| cached-os | 0   | 2048     | ryzen   | raid-sata       | 4345.2085   | 4198.561    | 4219.267   | 96          | 97         |
| cached-os | 0   | 2048     | xeon    | samsung-990-pro | 12316.171   | 11731.649   | 11762.091  | 95          | 95         |
| cached-os | 0   | 2048     | xeon    | wd-sn640        | 12055.255   | 11412.444   | 11385.753  | 94          | 94         |
| cached-os | 0   | 4048     | ryzen   | nvme            | 3131.655    | 2945.5915   | 2956.041   | 94          | 94         |
| cached-os | 0   | 4048     | ryzen   | raid-nvme       | 3124.541    | 2941.8765   | 2944.4985  | 94          | 94         |
| cached-os | 0   | 4048     | ryzen   | raid-sata       | 3149.3075   | 2946.218    | 2982.568   | 93          | 94         |
| cached-os | 0   | 4048     | xeon    | samsung-990-pro | 9325.329    | 8771.8065   | 8764.8385  | 94          | 93         |
| cached-os | 0   | 4048     | xeon    | wd-sn640        | 9048.4275   | 8438.9755   | 8435.3605  | 93          | 93         |
| cached-os | 1   | 2        | ryzen   | nvme            | 683.768     | 624.47      | 649.5645   | 91          | 94         |
| cached-os | 1   | 2        | ryzen   | raid-nvme       | 694.262     | 662.871     | 656.34     | 95          | 94         |
| cached-os | 1   | 2        | ryzen   | raid-sata       | 687.403     | 670.1425    | 659.025    | 97          | 95         |
| cached-os | 1   | 2        | xeon    | samsung-990-pro | 2004.005    | 1834.435    | 1827.1595  | 91          | 91         |
| cached-os | 1   | 2        | xeon    | wd-sn640        | 1969.1955   | 1802.987    | 1795.5545  | 91          | 91         |
| cached-os | 1   | 4        | ryzen   | nvme            | 747.544     | 717.342     | 717.878    | 95          | 96         |
| cached-os | 1   | 4        | ryzen   | raid-nvme       | 742.192     | 724.612     | 718.2465   | 97          | 96         |
| cached-os | 1   | 4        | ryzen   | raid-sata       | 739.945     | 721.1145    | 716.7415   | 97          | 96         |
| cached-os | 1   | 4        | xeon    | samsung-990-pro | 2136.0395   | 2020.928    | 1999.032   | 94          | 93         |
| cached-os | 1   | 4        | xeon    | wd-sn640        | 2150.158    | 2022.52     | 2005.724   | 94          | 93         |
| cached-os | 1   | 8        | ryzen   | nvme            | 1250.0135   | 1203.013    | 1190.4375  | 96          | 95         |
| cached-os | 1   | 8        | ryzen   | raid-nvme       | 1243.755    | 1205.0155   | 1190.5625  | 96          | 95         |
| cached-os | 1   | 8        | ryzen   | raid-sata       | 1244.613    | 1210.0155   | 1198.3845  | 97          | 96         |
| cached-os | 1   | 8        | xeon    | samsung-990-pro | 3614.376    | 3389.761    | 3356.8175  | 93          | 92         |
| cached-os | 1   | 8        | xeon    | wd-sn640        | 3639.466    | 3401.0215   | 3336.1655  | 93          | 91         |
| cached-os | 1   | 16       | ryzen   | nvme            | 2264.6045   | 2195.61     | 2171.825   | 96          | 95         |
| cached-os | 1   | 16       | ryzen   | raid-nvme       | 2253.0885   | 2188.9625   | 2148.7845  | 97          | 95         |
| cached-os | 1   | 16       | ryzen   | raid-sata       | 2265.2505   | 2190.8995   | 2161.0535  | 96          | 95         |
| cached-os | 1   | 16       | xeon    | samsung-990-pro | 6626.957    | 6194.1795   | 6132.3585  | 93          | 92         |
| cached-os | 1   | 16       | xeon    | wd-sn640        | 6685.599    | 6237.2305   | 6078.472   | 93          | 90         |
| cached-os | 1   | 32       | ryzen   | nvme            | 2854.569    | 2746.505    | 2661.9495  | 96          | 93         |
| cached-os | 1   | 32       | ryzen   | raid-nvme       | 2842.1785   | 2727.64     | 2642.002   | 95          | 92         |
| cached-os | 1   | 32       | ryzen   | raid-sata       | 2854.7505   | 2744.3445   | 2665.218   | 96          | 93         |
| cached-os | 1   | 32       | xeon    | samsung-990-pro | 8708.999    | 7966.907    | 7805.036   | 91          | 89         |
| cached-os | 1   | 32       | xeon    | wd-sn640        | 8710.686    | 7978.0155   | 7652.571   | 91          | 87         |
| cached-os | 1   | 64       | ryzen   | nvme            | 1030.27     | 1007.6365   | 1011.634   | 97          | 98         |
| cached-os | 1   | 64       | ryzen   | raid-nvme       | 1021.6335   | 1006.2605   | 1009.5575  | 98          | 98         |
| cached-os | 1   | 64       | ryzen   | raid-sata       | 1021.969    | 1011.975    | 1015.264   | 99          | 99         |
| cached-os | 1   | 64       | xeon    | samsung-990-pro | 3090.409    | 3011.3325   | 3015.5615  | 97          | 97         |
| cached-os | 1   | 64       | xeon    | wd-sn640        | 3112.5705   | 3040.157    | 3021.3145  | 97          | 97         |
| cached-os | 1   | 128      | ryzen   | nvme            | 2313.6765   | 2254.996    | 2259.7145  | 97          | 97         |
| cached-os | 1   | 128      | ryzen   | raid-nvme       | 2297.816    | 2256.6825   | 2252.997   | 98          | 98         |
| cached-os | 1   | 128      | ryzen   | raid-sata       | 2317.681    | 2270.526    | 2261.4435  | 97          | 97         |
| cached-os | 1   | 128      | xeon    | samsung-990-pro | 7011.7315   | 6735.035    | 6741.1135  | 96          | 96         |
| cached-os | 1   | 128      | xeon    | wd-sn640        | 7059.9935   | 6793.9205   | 6731.4065  | 96          | 95         |
| cached-os | 1   | 256      | ryzen   | nvme            | 4007.23     | 3875.033    | 3864.0525  | 96          | 96         |
| cached-os | 1   | 256      | ryzen   | raid-nvme       | 3977.0425   | 3850.9615   | 3841.239   | 96          | 96         |
| cached-os | 1   | 256      | ryzen   | raid-sata       | 3978.0475   | 3874.5435   | 3860.94    | 97          | 97         |
| cached-os | 1   | 256      | xeon    | samsung-990-pro | 12109.8425  | 11454.1     | 11416.8965 | 94          | 94         |
| cached-os | 1   | 256      | xeon    | wd-sn640        | 12209.1045  | 11516.805   | 11258.6385 | 94          | 92         |
| cached-os | 1   | 512      | ryzen   | nvme            | 3209.9015   | 3085.8995   | 3038.147   | 96          | 94         |
| cached-os | 1   | 512      | ryzen   | raid-nvme       | 3215.979    | 3076.0625   | 3060.7925  | 95          | 95         |
| cached-os | 1   | 512      | ryzen   | raid-sata       | 3191.794    | 3079.433    | 3040.009   | 96          | 95         |
| cached-os | 1   | 512      | xeon    | samsung-990-pro | 9157.7915   | 8598.563    | 8554.955   | 93          | 93         |
| cached-os | 1   | 512      | xeon    | wd-sn640        | 9245.737    | 8685.7925   | 8415.281   | 93          | 91         |
| cached-os | 1   | 1024     | ryzen   | nvme            | 4183.3035   | 3933.3555   | 3879.7565  | 94          | 92         |
| cached-os | 1   | 1024     | ryzen   | raid-nvme       | 4152.309    | 3914.22     | 3857.5725  | 94          | 92         |
| cached-os | 1   | 1024     | ryzen   | raid-sata       | 4176.816    | 3918.5855   | 3865.2945  | 93          | 92         |
| cached-os | 1   | 1024     | xeon    | samsung-990-pro | 11869.306   | 10977.8935  | 10752.8315 | 92          | 90         |
| cached-os | 1   | 1024     | xeon    | wd-sn640        | 11946.3305  | 11028.519   | 10569.496  | 92          | 88         |
| cached-os | 1   | 2048     | ryzen   | nvme            | 4576.248    | 4326.614    | 4264.8085  | 94          | 93         |
| cached-os | 1   | 2048     | ryzen   | raid-nvme       | 4598.616    | 4332.2535   | 4262.05    | 94          | 92         |
| cached-os | 1   | 2048     | ryzen   | raid-sata       | 4599.742    | 4342.505    | 4267.19    | 94          | 92         |
| cached-os | 1   | 2048     | xeon    | samsung-990-pro | 13128.483   | 11976.2885  | 11809.4275 | 91          | 89         |
| cached-os | 1   | 2048     | xeon    | wd-sn640        | 13245.145   | 12030.3235  | 11464.214  | 90          | 86         |
| cached-os | 1   | 4048     | ryzen   | nvme            | 3291.92     | 3067.9395   | 3003.586   | 93          | 91         |
| cached-os | 1   | 4048     | ryzen   | raid-nvme       | 3283.164    | 3043.247    | 2972.809   | 92          | 90         |
| cached-os | 1   | 4048     | ryzen   | raid-sata       | 3254.462    | 3056.168    | 2970.3655  | 93          | 91         |
| cached-os | 1   | 4048     | xeon    | samsung-990-pro | 9966.607    | 8994.9915   | 8808.4435  | 90          | 88         |
| cached-os | 1   | 4048     | xeon    | wd-sn640        | 10110.98    | 9084.581    | 8433.2835  | 89          | 83         |
| cached-os | 8   | 2        | ryzen   | nvme            | 663.757     | 645.4085    | 634.337    | 97          | 95         |
| cached-os | 8   | 2        | ryzen   | raid-nvme       | 680.2025    | 651.443     | 664.8335   | 95          | 97         |
| cached-os | 8   | 2        | ryzen   | raid-sata       | 676.96      | 656.4765    | 648.058    | 96          | 95         |
| cached-os | 8   | 2        | xeon    | samsung-990-pro | 2015.232    | 1856.4445   | 1865.0375  | 92          | 92         |
| cached-os | 8   | 2        | xeon    | wd-sn640        | 1979.7385   | 1843.574    | 1821.2615  | 93          | 91         |
| cached-os | 8   | 4        | ryzen   | nvme            | 744.794     | 729.604     | 720.8525   | 97          | 96         |
| cached-os | 8   | 4        | ryzen   | raid-nvme       | 744.38      | 727.929     | 722.212    | 97          | 97         |
| cached-os | 8   | 4        | ryzen   | raid-sata       | 744.9415    | 729.69      | 725.4215   | 97          | 97         |
| cached-os | 8   | 4        | xeon    | samsung-990-pro | 2150.6535   | 2021.663    | 2006.3455  | 94          | 93         |
| cached-os | 8   | 4        | xeon    | wd-sn640        | 2175.2845   | 2038.7775   | 2011.117   | 93          | 92         |
| cached-os | 8   | 8        | ryzen   | nvme            | 1245.996    | 1223.8575   | 1206.305   | 98          | 96         |
| cached-os | 8   | 8        | ryzen   | raid-nvme       | 1246.509    | 1217.4065   | 1202.2005  | 97          | 96         |
| cached-os | 8   | 8        | ryzen   | raid-sata       | 1244.676    | 1226.9665   | 1202.9825  | 98          | 96         |
| cached-os | 8   | 8        | xeon    | samsung-990-pro | 3636.143    | 3416.526    | 3378.4325  | 93          | 92         |
| cached-os | 8   | 8        | xeon    | wd-sn640        | 3664.8595   | 3431.58     | 3392.9335  | 93          | 92         |
| cached-os | 8   | 16       | ryzen   | nvme            | 2264.627    | 2220.4655   | 2183.316   | 98          | 96         |
| cached-os | 8   | 16       | ryzen   | raid-nvme       | 2260.121    | 2211.2535   | 2175.502   | 97          | 96         |
| cached-os | 8   | 16       | ryzen   | raid-sata       | 2267.74     | 2212.115    | 2186.999   | 97          | 96         |
| cached-os | 8   | 16       | xeon    | samsung-990-pro | 6663.4625   | 6255.3605   | 6167.589   | 93          | 92         |
| cached-os | 8   | 16       | xeon    | wd-sn640        | 6724.026    | 6278.606    | 6190.7905  | 93          | 92         |
| cached-os | 8   | 32       | ryzen   | nvme            | 2863.1645   | 2790.515    | 2733.416   | 97          | 95         |
| cached-os | 8   | 32       | ryzen   | raid-nvme       | 2844.634    | 2784.4195   | 2716.675   | 97          | 95         |
| cached-os | 8   | 32       | ryzen   | raid-sata       | 2855.639    | 2795.6685   | 2737.2185  | 97          | 95         |
| cached-os | 8   | 32       | xeon    | samsung-990-pro | 8727.0555   | 8055.2905   | 7937.2145  | 92          | 90         |
| cached-os | 8   | 32       | xeon    | wd-sn640        | 8775.559    | 8066.588    | 7887.2985  | 91          | 89         |
| cached-os | 8   | 64       | ryzen   | nvme            | 1031.0555   | 1030.541    | 1025.386   | 99          | 99         |
| cached-os | 8   | 64       | ryzen   | raid-nvme       | 1026.536    | 1035.9      | 1026.273   | 100         | 99         |
| cached-os | 8   | 64       | ryzen   | raid-sata       | 1030.44     | 1035.184    | 1022.9675  | 100         | 99         |
| cached-os | 8   | 64       | xeon    | samsung-990-pro | 3102.8645   | 3063.09     | 3065.6065  | 98          | 98         |
| cached-os | 8   | 64       | xeon    | wd-sn640        | 3138.0275   | 3094.7195   | 3107.124   | 98          | 99         |
| cached-os | 8   | 128      | ryzen   | nvme            | 2309.5595   | 2315.0565   | 2300.6975  | 100         | 99         |
| cached-os | 8   | 128      | ryzen   | raid-nvme       | 2306.4455   | 2312.401    | 2298.613   | 100         | 99         |
| cached-os | 8   | 128      | ryzen   | raid-sata       | 2315.4835   | 2311.436    | 2303.8125  | 99          | 99         |
| cached-os | 8   | 128      | xeon    | samsung-990-pro | 7032.43     | 6850.2      | 6886.044   | 97          | 97         |
| cached-os | 8   | 128      | xeon    | wd-sn640        | 7101.2025   | 6902.203    | 6936.1495  | 97          | 97         |
| cached-os | 8   | 256      | ryzen   | nvme            | 3992.35     | 3969.46     | 3924.105   | 99          | 98         |
| cached-os | 8   | 256      | ryzen   | raid-nvme       | 3997.269    | 3954.7375   | 3924.7125  | 98          | 98         |
| cached-os | 8   | 256      | ryzen   | raid-sata       | 4008.7885   | 3960.983    | 3940.3245  | 98          | 98         |
| cached-os | 8   | 256      | xeon    | samsung-990-pro | 12163.7285  | 11633.3785  | 11680.3185 | 95          | 96         |
| cached-os | 8   | 256      | xeon    | wd-sn640        | 12268.2585  | 11697.483   | 11743.133  | 95          | 95         |
| cached-os | 8   | 512      | ryzen   | nvme            | 3213.35     | 3143.331    | 3107.721   | 97          | 96         |
| cached-os | 8   | 512      | ryzen   | raid-nvme       | 3205.2175   | 3126.09     | 3095.3895  | 97          | 96         |
| cached-os | 8   | 512      | ryzen   | raid-sata       | 3213.0445   | 3142.551    | 3096.809   | 97          | 96         |
| cached-os | 8   | 512      | xeon    | samsung-990-pro | 9232.9085   | 8749.4145   | 8762.448   | 94          | 94         |
| cached-os | 8   | 512      | xeon    | wd-sn640        | 9345.4145   | 8798.5915   | 8660.8255  | 94          | 92         |
| cached-os | 8   | 1024     | ryzen   | nvme            | 4149.4645   | 4019.4695   | 3910.759   | 96          | 94         |
| cached-os | 8   | 1024     | ryzen   | raid-nvme       | 4166.4605   | 3984.13     | 3907.454   | 95          | 93         |
| cached-os | 8   | 1024     | ryzen   | raid-sata       | 4142.701    | 3998.232    | 3938.162   | 96          | 95         |
| cached-os | 8   | 1024     | xeon    | samsung-990-pro | 11987.1925  | 11102.104   | 11023.215  | 92          | 91         |
| cached-os | 8   | 1024     | xeon    | wd-sn640        | 12068.121   | 11130.8595  | 10914.6845 | 92          | 90         |
| cached-os | 8   | 2048     | ryzen   | nvme            | 4647.952    | 4380.907    | 4323.162   | 94          | 93         |
| cached-os | 8   | 2048     | ryzen   | raid-nvme       | 4645.3235   | 4408.814    | 4304.589   | 94          | 92         |
| cached-os | 8   | 2048     | ryzen   | raid-sata       | 4637.3255   | 4382.405    | 4285.6975  | 94          | 92         |
| cached-os | 8   | 2048     | xeon    | samsung-990-pro | 13256.444   | 12080.079   | 11914.382  | 91          | 89         |
| cached-os | 8   | 2048     | xeon    | wd-sn640        | 13396.0405  | 12152.031   | 11612.4325 | 90          | 86         |
| cached-os | 8   | 4048     | ryzen   | nvme            | 3380.8085   | 3126.129    | 3039.757   | 92          | 89         |
| cached-os | 8   | 4048     | ryzen   | raid-nvme       | 3365.4735   | 3118.832    | 3001.7585  | 92          | 89         |
| cached-os | 8   | 4048     | ryzen   | raid-sata       | 3357.8785   | 3114.564    | 3030.172   | 92          | 90         |
| cached-os | 8   | 4048     | xeon    | samsung-990-pro | 10134.4065  | 9091.178    | 8903.6935  | 89          | 87         |
| cached-os | 8   | 4048     | xeon    | wd-sn640        | 10185.4675  | 9167.477    | 8547.633   | 90          | 83         |
| cached-os | 16  | 2        | ryzen   | nvme            | 660.6785    | 647.968     | 660.1445   | 98          | 99         |
| cached-os | 16  | 2        | ryzen   | raid-nvme       | 680.4745    | 667.1985    | 651.443    | 98          | 95         |
| cached-os | 16  | 2        | ryzen   | raid-sata       | 680.7605    | 673.718     | 673.4905   | 98          | 98         |
| cached-os | 16  | 2        | xeon    | samsung-990-pro | 2017.4075   | 1907.7705   | 1836.242   | 94          | 91         |
| cached-os | 16  | 2        | xeon    | wd-sn640        | 1973.168    | 1814.141    | 1841.383   | 91          | 93         |
| cached-os | 16  | 4        | ryzen   | nvme            | 744.314     | 730.72      | 721.2445   | 98          | 96         |
| cached-os | 16  | 4        | ryzen   | raid-nvme       | 746.4425    | 725.5325    | 721.528    | 97          | 96         |
| cached-os | 16  | 4        | ryzen   | raid-sata       | 743.627     | 728.042     | 719.313    | 97          | 96         |
| cached-os | 16  | 4        | xeon    | samsung-990-pro | 2156.602    | 2007.5875   | 2009.3465  | 93          | 93         |
| cached-os | 16  | 4        | xeon    | wd-sn640        | 2183.344    | 2022.599    | 2025.444   | 92          | 92         |
| cached-os | 16  | 8        | ryzen   | nvme            | 1246.8105   | 1226.9455   | 1204.442   | 98          | 96         |
| cached-os | 16  | 8        | ryzen   | raid-nvme       | 1243.202    | 1222.315    | 1210.655   | 98          | 97         |
| cached-os | 16  | 8        | ryzen   | raid-sata       | 1245.768    | 1221.715    | 1205.602   | 98          | 96         |
| cached-os | 16  | 8        | xeon    | samsung-990-pro | 3629.0885   | 3410.2265   | 3373.0465  | 93          | 92         |
| cached-os | 16  | 8        | xeon    | wd-sn640        | 3660.995    | 3434.281    | 3382.227   | 93          | 92         |
| cached-os | 16  | 16       | ryzen   | nvme            | 2267.1745   | 2223.4045   | 2185.6955  | 98          | 96         |
| cached-os | 16  | 16       | ryzen   | raid-nvme       | 2260.092    | 2213.0065   | 2180.722   | 97          | 96         |
| cached-os | 16  | 16       | ryzen   | raid-sata       | 2267.665    | 2216.942    | 2175.766   | 97          | 95         |
| cached-os | 16  | 16       | xeon    | samsung-990-pro | 6686.9095   | 6214.2985   | 6163.975   | 92          | 92         |
| cached-os | 16  | 16       | xeon    | wd-sn640        | 6734.265    | 6255.313    | 6160.806   | 92          | 91         |
| cached-os | 16  | 32       | ryzen   | nvme            | 2844.8895   | 2815.671    | 2746.8925  | 98          | 96         |
| cached-os | 16  | 32       | ryzen   | raid-nvme       | 2845.771    | 2785.48     | 2739.923   | 97          | 96         |
| cached-os | 16  | 32       | ryzen   | raid-sata       | 2861.9195   | 2787.296    | 2743.631   | 97          | 95         |
| cached-os | 16  | 32       | xeon    | samsung-990-pro | 8751.9945   | 8047.6355   | 7965.3325  | 91          | 91         |
| cached-os | 16  | 32       | xeon    | wd-sn640        | 8831.447    | 8088.7055   | 7950.328   | 91          | 90         |
| cached-os | 16  | 64       | ryzen   | nvme            | 1028.6655   | 1031.585    | 1029.641   | 100         | 100        |
| cached-os | 16  | 64       | ryzen   | raid-nvme       | 1023.9855   | 1036.786    | 1024.5085  | 101         | 100        |
| cached-os | 16  | 64       | ryzen   | raid-sata       | 1024.2405   | 1038.58     | 1033.951   | 101         | 100        |
| cached-os | 16  | 64       | xeon    | samsung-990-pro | 3109.024    | 3061.8845   | 3076.728   | 98          | 98         |
| cached-os | 16  | 64       | xeon    | wd-sn640        | 3143.0215   | 3092.887    | 3103.679   | 98          | 98         |
| cached-os | 16  | 128      | ryzen   | nvme            | 2313.768    | 2317.0005   | 2302.1065  | 100         | 99         |
| cached-os | 16  | 128      | ryzen   | raid-nvme       | 2300.661    | 2314.5315   | 2302.4555  | 100         | 100        |
| cached-os | 16  | 128      | ryzen   | raid-sata       | 2322.773    | 2320.951    | 2312.9155  | 99          | 99         |
| cached-os | 16  | 128      | xeon    | samsung-990-pro | 7065.8115   | 6888.1175   | 6896.2065  | 97          | 97         |
| cached-os | 16  | 128      | xeon    | wd-sn640        | 7096.1055   | 6918.6195   | 6947.9025  | 97          | 97         |
| cached-os | 16  | 256      | ryzen   | nvme            | 3977.047    | 3960.7025   | 3956.282   | 99          | 99         |
| cached-os | 16  | 256      | ryzen   | raid-nvme       | 3994.04     | 3985.033    | 3950.392   | 99          | 98         |
| cached-os | 16  | 256      | ryzen   | raid-sata       | 4005.616    | 3984.9235   | 3950.579   | 99          | 98         |
| cached-os | 16  | 256      | xeon    | samsung-990-pro | 12196.5135  | 11677.605   | 11675.0675 | 95          | 95         |
| cached-os | 16  | 256      | xeon    | wd-sn640        | 12311.198   | 11780.1825  | 11752.5655 | 95          | 95         |
| cached-os | 16  | 512      | ryzen   | nvme            | 3196.706    | 3148.321    | 3138.4305  | 98          | 98         |
| cached-os | 16  | 512      | ryzen   | raid-nvme       | 3187.7105   | 3127.6845   | 3088.2705  | 98          | 96         |
| cached-os | 16  | 512      | ryzen   | raid-sata       | 3204.494    | 3146.5105   | 3149.517   | 98          | 98         |
| cached-os | 16  | 512      | xeon    | samsung-990-pro | 9255.767    | 8716.7745   | 8742.398   | 94          | 94         |
| cached-os | 16  | 512      | xeon    | wd-sn640        | 9357.721    | 8788.14     | 8746.842   | 93          | 93         |
