+-----------+---------+-----------------+--------------+-------------+--------------+-------------+------------+
|  caching  | machine |     device      |    master    |   melanie   |    thomas    | melanie_pct | thomas_pct |
+-----------+---------+-----------------+--------------+-------------+--------------+-------------+------------+
| uncached  | 8   | 512      | ryzen   | raid-nvme       | 10643.5765  | 6434.171    | 6085.868   | 60          | 57         |
| uncached  | 8   | 512      | ryzen   | raid-sata       | 34633.503   | 21557.5535  | 20716.898  | 62          | 59         |
| uncached  | 8   | 512      | xeon    | samsung-990-pro | 14801.6185  | 12972.1495  | 13045.464  | 87          | 88         |
| uncached  | 8   | 512      | xeon    | wd-sn640        | 15805.2455  | 14006.3125  | 13365.832  | 88          | 84         |
| uncached  | 8   | 1024     | ryzen   | nvme            | 21872.1345  | 8791.6005   | 6863.3435  | 40          | 31         |
| uncached  | 8   | 1024     | ryzen   | raid-nvme       | 11058.141   | 6757.3855   | 6180.4935  | 61          | 55         |
| uncached  | 8   | 1024     | ryzen   | raid-sata       | 43154.2505  | 21679.1085  | 18822.675  | 50          | 43         |
| uncached  | 8   | 1024     | xeon    | samsung-990-pro | 18631.9515  | 16268.002   | 15891.6305 | 87          | 85         |
| uncached  | 8   | 1024     | xeon    | wd-sn640        | 19190.4615  | 16962.9575  | 15566.052  | 88          | 81         |
| uncached  | 8   | 2048     | ryzen   | nvme            | 23709.8505  | 7917.088    | 6845.0675  | 33          | 28         |
| uncached  | 8   | 2048     | ryzen   | raid-nvme       | 11073.4     | 6537.083    | 6352.328   | 59          | 57         |
| uncached  | 8   | 2048     | ryzen   | raid-sata       | 40506.432   | 17070.149   | 16447.5915 | 42          | 40         |
| uncached  | 8   | 2048     | xeon    | samsung-990-pro | 20206.103   | 17708.6855  | 17373.072  | 87          | 85         |
| uncached  | 8   | 2048     | xeon    | wd-sn640        | 21278.36    | 17658.6085  | 15218.657  | 82          | 71         |
| uncached  | 8   | 4048     | ryzen   | nvme            | 18181.5205  | 4260.167    | 3954.528   | 23          | 21         |
| uncached  | 8   | 4048     | ryzen   | raid-nvme       | 7296.3955   | 4313.1245   | 4392.657   | 59          | 60         |
| uncached  | 8   | 4048     | ryzen   | raid-sata       | 28278.5705  | 8218.6915   | 10279.31   | 29          | 36         |
| uncached  | 8   | 4048     | xeon    | samsung-990-pro | 14794.122   | 11758.058   | 11281.8825 | 79          | 76         |
| uncached  | 8   | 4048     | xeon    | wd-sn640        | 15832.4115  | 13385.494   | 10399.3015 | 84          | 65         |
| uncached  | 16  | 2        | ryzen   | nvme            | 1931.263    | 1289.2995   | 1434.992   | 66          | 74         |
| uncached  | 16  | 2        | ryzen   | raid-nvme       | 1603.136    | 1164.549    | 1185.3035  | 72          | 73         |
| uncached  | 16  | 2        | ryzen   | raid-sata       | 3418.053    | 2262.757    | 2444.996   | 66          | 71         |
| uncached  | 16  | 2        | xeon    | samsung-990-pro | 3253.9255   | 2934.777    | 2922.6545  | 90          | 89         |
| uncached  | 16  | 2        | xeon    | wd-sn640        | 4627.8115   | 3285.552    | 3552.6875  | 70          | 76         |
| uncached  | 16  | 4        | ryzen   | nvme            | 2100.9785   | 1470.229    | 1726.911   | 69          | 82         |
| uncached  | 16  | 4        | ryzen   | raid-nvme       | 1907.4025   | 1274.4415   | 1353.9275  | 66          | 70         |
| uncached  | 16  | 4        | ryzen   | raid-sata       | 4341.4565   | 2557.714    | 3174.283   | 58          | 73         |
| uncached  | 16  | 4        | xeon    | samsung-990-pro | 3501.674    | 3138.0095   | 3441.774   | 89          | 98         |
| uncached  | 16  | 4        | xeon    | wd-sn640        | 5728.8225   | 3764.0525   | 4215.291   | 65          | 73         |
| uncached  | 16  | 8        | ryzen   | nvme            | 3431.6285   | 2271.6175   | 2583.212   | 66          | 75         |
| uncached  | 16  | 8        | ryzen   | raid-nvme       | 3201.01     | 2019.6335   | 2157.537   | 63          | 67         |
| uncached  | 16  | 8        | ryzen   | raid-sata       | 7849.3135   | 4209.9075   | 5496.3525  | 53          | 70         |
| uncached  | 16  | 8        | xeon    | samsung-990-pro | 5784.4565   | 5121.301    | 5740.8595  | 88          | 99         |
| uncached  | 16  | 8        | xeon    | wd-sn640        | 9910.8985   | 6247.149    | 6881.492   | 63          | 69         |
| uncached  | 16  | 16       | ryzen   | nvme            | 5594.8085   | 3855.6095   | 4139.105   | 68          | 73         |
| uncached  | 16  | 16       | ryzen   | raid-nvme       | 5676.826    | 3578.1615   | 3630.9345  | 63          | 63         |
| uncached  | 16  | 16       | ryzen   | raid-sata       | 14845.6255  | 7756.0055   | 9227.0965  | 52          | 62         |
| uncached  | 16  | 16       | xeon    | samsung-990-pro | 10358.37    | 9166.7035   | 9806.5915  | 88          | 94         |
| uncached  | 16  | 16       | xeon    | wd-sn640        | 17678.0995  | 11244.8735  | 11465.8945 | 63          | 64         |
| uncached  | 16  | 32       | ryzen   | nvme            | 5998.1155   | 4549.6005   | 4798.883   | 75          | 80         |
| uncached  | 16  | 32       | ryzen   | raid-nvme       | 6197.6805   | 4579.5715   | 4559.0225  | 73          | 73         |
| uncached  | 16  | 32       | ryzen   | raid-sata       | 16123.883   | 9150.2125   | 10262.9975 | 56          | 63         |
| uncached  | 16  | 32       | xeon    | samsung-990-pro | 12817.028   | 11277.43    | 12383.942  | 87          | 96         |
| uncached  | 16  | 32       | xeon    | wd-sn640        | 18234.5595  | 13934.2395  | 14279.6545 | 76          | 78         |
| uncached  | 16  | 64       | ryzen   | nvme            | 1875.3905   | 1840.034    | 1821.79    | 98          | 97         |
| uncached  | 16  | 64       | ryzen   | raid-nvme       | 2230.315    | 1936.2345   | 1914.3305  | 86          | 85         |
| uncached  | 16  | 64       | ryzen   | raid-sata       | 5294.3815   | 4729.852    | 4726.3685  | 89          | 89         |
| uncached  | 16  | 64       | xeon    | samsung-990-pro | 4712.357    | 4670.6815   | 4656.397   | 99          | 98         |
| uncached  | 16  | 64       | xeon    | wd-sn640        | 8473.3635   | 7498.01     | 7534.6835  | 88          | 88         |
| uncached  | 16  | 128      | ryzen   | nvme            | 4091.1415   | 3956.431    | 3895.4395  | 96          | 95         |
| uncached  | 16  | 128      | ryzen   | raid-nvme       | 5645.823    | 4309.554    | 4289.55    | 76          | 75         |
| uncached  | 16  | 128      | ryzen   | raid-sata       | 13307.019   | 11091.0655  | 11107.231  | 83          | 83         |
| uncached  | 16  | 128      | xeon    | samsung-990-pro | 10825.546   | 10324.3085  | 10141.231  | 95          | 93         |
| uncached  | 16  | 128      | xeon    | wd-sn640        | 13469.848   | 12932.7235  | 12892.019  | 96          | 95         |
| uncached  | 16  | 256      | ryzen   | nvme            | 7320.4115   | 6551.4415   | 6510.7965  | 89          | 88         |
| uncached  | 16  | 256      | ryzen   | raid-nvme       | 11069.5015  | 7341.501    | 7315.774   | 66          | 66         |
| uncached  | 16  | 256      | ryzen   | raid-sata       | 26142.179   | 19603.788   | 19590.9765 | 74          | 74         |
| uncached  | 16  | 256      | xeon    | samsung-990-pro | 18337.3515  | 16812.9595  | 16791.253  | 91          | 91         |
| uncached  | 16  | 256      | xeon    | wd-sn640        | 20300.398   | 18595.01    | 18543.4405 | 91          | 91         |
| uncached  | 16  | 512      | ryzen   | nvme            | 8509.536    | 6421.3405   | 6430.4745  | 75          | 75         |
| uncached  | 16  | 512      | ryzen   | raid-nvme       | 8282.329    | 5317.617    | 5267.347   | 64          | 63         |
| uncached  | 16  | 512      | ryzen   | raid-sata       | 26637.639   | 14946.7035  | 15032.3345 | 56          | 56         |
| uncached  | 16  | 512      | xeon    | samsung-990-pro | 14419.837   | 13003.1195  | 13005.978  | 90          | 90         |
| uncached  | 16  | 512      | xeon    | wd-sn640        | 15695.548   | 14058.6875  | 13782.862  | 89          | 87         |
| uncached  | 16  | 1024     | ryzen   | nvme            | 13003.7335  | 7507.6515   | 7247.815   | 57          | 55         |
| uncached  | 16  | 1024     | ryzen   | raid-nvme       | 8939.683    | 6195.128    | 6053.759   | 69          | 67         |
| uncached  | 16  | 1024     | ryzen   | raid-sata       | 34431.8805  | 15759.7975  | 14651.323  | 45          | 42         |
| uncached  | 16  | 1024     | xeon    | samsung-990-pro | 18371.3785  | 16333.21    | 16085.2335 | 88          | 87         |
| uncached  | 16  | 1024     | xeon    | wd-sn640        | 19145.858   | 16738.207   | 16099.452  | 87          | 84         |
| uncached  | 16  | 2048     | ryzen   | nvme            | 14344.3415  | 7699.7045   | 6794.0375  | 53          | 47         |
| uncached  | 16  | 2048     | ryzen   | raid-nvme       | 9332.4295   | 6366.8875   | 6205.1245  | 68          | 66         |
| uncached  | 16  | 2048     | ryzen   | raid-sata       | 31524.7245  | 14446.0845  | 14988.728  | 45          | 47         |
| uncached  | 16  | 2048     | xeon    | samsung-990-pro | 20081.1535  | 17699.6135  | 17325.069  | 88          | 86         |
| uncached  | 16  | 2048     | xeon    | wd-sn640        | 20794.8095  | 17380.6095  | 15635.4405 | 83          | 75         |
| uncached  | 16  | 4048     | ryzen   | nvme            | 16651.6535  | 5302.187    | 3962.769   | 31          | 23         |
| uncached  | 16  | 4048     | ryzen   | raid-nvme       | 6211.7835   | 4403.072    | 4468.451   | 70          | 71         |
| uncached  | 16  | 4048     | ryzen   | raid-sata       | 20842.1545  | 7602.333    | 10140.7885 | 36          | 48         |
| uncached  | 16  | 4048     | xeon    | samsung-990-pro | 14818.3545  | 12061.3695  | 11502.6655 | 81          | 77         |
| uncached  | 16  | 4048     | xeon    | wd-sn640        | 15864.4135  | 13371.713   | 10248.553  | 84          | 64         |
| uncached  | 32  | 2        | ryzen   | nvme            | 1429.8185   | 1140.2895   | 1195.525   | 79          | 83         |
| uncached  | 32  | 2        | ryzen   | raid-nvme       | 1238.118    | 1055.7575   | 1096.93    | 85          | 88         |
| uncached  | 32  | 2        | ryzen   | raid-sata       | 2341.11     | 1887.7745   | 1925.6885  | 80          | 82         |
| uncached  | 32  | 2        | xeon    | samsung-990-pro | 3310.531    | 2804.075    | 2918.887   | 84          | 88         |
| uncached  | 32  | 2        | xeon    | wd-sn640        | 3633.895    | 3165.403    | 3187.7115  | 87          | 87         |
| uncached  | 32  | 4        | ryzen   | nvme            | 1777.381    | 1396.101    | 1364.9395  | 78          | 76         |
| uncached  | 32  | 4        | ryzen   | raid-nvme       | 1442.749    | 1181.018    | 1177.21    | 81          | 81         |
| uncached  | 32  | 4        | ryzen   | raid-sata       | 3165.326    | 2155.789    | 2220.2875  | 68          | 70         |
| uncached  | 32  | 4        | xeon    | samsung-990-pro | 3319.895    | 3133.72     | 3163.58    | 94          | 95         |
| uncached  | 32  | 4        | xeon    | wd-sn640        | 4552.298    | 3556.884    | 3600.428   | 78          | 79         |
| uncached  | 32  | 8        | ryzen   | nvme            | 2868.963    | 2128.3235   | 2400.33    | 74          | 83         |
| uncached  | 32  | 8        | ryzen   | raid-nvme       | 2406.4515   | 1904.082    | 2001.1695  | 79          | 83         |
| uncached  | 32  | 8        | ryzen   | raid-sata       | 5837.889    | 3530.608    | 4160.5645  | 60          | 71         |
| uncached  | 32  | 8        | xeon    | samsung-990-pro | 5526.096    | 5112.8275   | 5379.7305  | 92          | 97         |
| uncached  | 32  | 8        | xeon    | wd-sn640        | 7650.6165   | 5723.973    | 6288.6435  | 74          | 82         |
| uncached  | 32  | 16       | ryzen   | nvme            | 4944.4645   | 3696.209    | 3966.318   | 74          | 80         |
| uncached  | 32  | 16       | ryzen   | raid-nvme       | 4295.6965   | 3349.577    | 3518.7945  | 77          | 81         |
| uncached  | 32  | 16       | ryzen   | raid-sata       | 11712.808   | 6352.92     | 7671.719   | 54          | 65         |
| uncached  | 32  | 16       | xeon    | samsung-990-pro | 9943.1125   | 9197.9785   | 9609.697   | 92          | 96         |
| uncached  | 32  | 16       | xeon    | wd-sn640        | 13986.497   | 10326.799   | 10935.085  | 73          | 78         |
| uncached  | 32  | 32       | ryzen   | nvme            | 4846.0135   | 4215.624    | 4412.771   | 86          | 91         |
| uncached  | 32  | 32       | ryzen   | raid-nvme       | 4752.992    | 4177.2485   | 4276.758   | 87          | 89         |
| uncached  | 32  | 32       | ryzen   | raid-sata       | 13100.0175  | 7392.742    | 8667.0355  | 56          | 66         |
| uncached  | 32  | 32       | xeon    | samsung-990-pro | 12736.5175  | 11267.899   | 11853.2295 | 88          | 93         |
| uncached  | 32  | 32       | xeon    | wd-sn640        | 14484.25    | 12518.0765  | 12975.0205 | 86          | 89         |
| uncached  | 32  | 64       | ryzen   | nvme            | 1838.917    | 1839.1735   | 1804.3175  | 100         | 98         |
| uncached  | 32  | 64       | ryzen   | raid-nvme       | 1806.7835   | 1743.0885   | 1722.274   | 96          | 95         |
| uncached  | 32  | 64       | ryzen   | raid-sata       | 3553.916    | 3268.8605   | 3264.05    | 91          | 91         |
| uncached  | 32  | 64       | xeon    | samsung-990-pro | 4717.5875   | 4677.575    | 4733.2915  | 99          | 100        |
| uncached  | 32  | 64       | xeon    | wd-sn640        | 6536.093    | 5891.3505   | 5899.5495  | 90          | 90         |
| uncached  | 32  | 128      | ryzen   | nvme            | 4038.73     | 3922.1665   | 3891.71    | 97          | 96         |
| uncached  | 32  | 128      | ryzen   | raid-nvme       | 4243.7835   | 3810.902    | 3782.3835  | 89          | 89         |
| uncached  | 32  | 128      | ryzen   | raid-sata       | 8750.467    | 7368.904    | 7329.181   | 84          | 83         |
| uncached  | 32  | 128      | xeon    | samsung-990-pro | 10540.2795  | 10183.311   | 10159.3855 | 96          | 96         |
| uncached  | 32  | 128      | xeon    | wd-sn640        | 13052.642   | 12422.7285  | 12427.622  | 95          | 95         |
| uncached  | 32  | 256      | ryzen   | nvme            | 7074.8845   | 6465.5845   | 6450.2025  | 91          | 91         |
| uncached  | 32  | 256      | ryzen   | raid-nvme       | 7788.5405   | 6385.4655   | 6293.1545  | 81          | 80         |
| uncached  | 32  | 256      | ryzen   | raid-sata       | 18007.5825  | 13216.577   | 13213.6255 | 73          | 73         |
| uncached  | 32  | 256      | xeon    | samsung-990-pro | 18058.939   | 16852.079   | 16809.6915 | 93          | 93         |
| uncached  | 32  | 256      | xeon    | wd-sn640        | 20112.958   | 18602.109   | 18588.006  | 92          | 92         |
| uncached  | 32  | 512      | ryzen   | nvme            | 7260.8025   | 6104.3925   | 6078.594   | 84          | 83         |
| uncached  | 32  | 512      | ryzen   | raid-nvme       | 6356.9765   | 4784.6805   | 4753.8005  | 75          | 74         |
| uncached  | 32  | 512      | ryzen   | raid-sata       | 20390.192   | 10968.119   | 10947.7755 | 53          | 53         |
| uncached  | 32  | 512      | xeon    | samsung-990-pro | 14094.931   | 13014.308   | 12909.134  | 92          | 91         |
| uncached  | 32  | 512      | xeon    | wd-sn640        | 15642.3065  | 14091.709   | 14086.147  | 90          | 90         |
| uncached  | 32  | 1024     | ryzen   | nvme            | 9645.1655   | 6892.4015   | 7032.53    | 71          | 72         |
| uncached  | 32  | 1024     | ryzen   | raid-nvme       | 7787.845    | 6000.6905   | 5853.7155  | 77          | 75         |
| uncached  | 32  | 1024     | ryzen   | raid-sata       | 29526.597   | 12808.007   | 12317.0115 | 43          | 41         |
| uncached  | 32  | 1024     | xeon    | samsung-990-pro | 18313.5465  | 16376.556   | 16272.4995 | 89          | 88         |
| uncached  | 32  | 1024     | xeon    | wd-sn640        | 19065.315   | 16796.5125  | 16215.606  | 88          | 85         |
| uncached  | 32  | 2048     | ryzen   | nvme            | 10384.4605  | 6967.2735   | 6840.903   | 67          | 65         |
| uncached  | 32  | 2048     | ryzen   | raid-nvme       | 8106.124    | 6166.99     | 6156.6305  | 76          | 75         |
| uncached  | 32  | 2048     | ryzen   | raid-sata       | 29387.067   | 11856.324   | 13142.807  | 40          | 44         |
| uncached  | 32  | 2048     | xeon    | samsung-990-pro | 19993.0795  | 17798.0575  | 17359.639  | 89          | 86         |
| uncached  | 32  | 2048     | xeon    | wd-sn640        | 20789.363   | 17388.6915  | 16164.901  | 83          | 77         |
| uncached  | 32  | 4048     | ryzen   | nvme            | 14190.0765  | 5122.437    | 3981.276   | 36          | 28         |
| uncached  | 32  | 4048     | ryzen   | raid-nvme       | 5630.868    | 4394.4665   | 4418.4945  | 78          | 78         |
| uncached  | 32  | 4048     | ryzen   | raid-sata       | 17484.453   | 6736.5915   | 10217.0665 | 38          | 58         |
| uncached  | 32  | 4048     | xeon    | samsung-990-pro | 14650.421   | 12067.565   | 11481.683  | 82          | 78         |
| uncached  | 32  | 4048     | xeon    | wd-sn640        | 15853.79    | 13483.5335  | 10250.1155 | 85          | 64         |
+-----------+-----+----------+---------+-----------------+-------------+-------------+------------+-------------+------------+
+-----------+-----+-------------+---------+-----------------+-------------+-------------+-------------+-------------+------------+
|  caching  | eic |   dataset   | machine |     device      |   master    |   melanie   |   thomas    | melanie_pct | thomas_pct |
+-----------+-----+-------------+---------+-----------------+-------------+-------------+-------------+-------------+------------+
| cached    | 0   | cyclic      | ryzen   | nvme            | 1357.817    | 1346.85     | 1326.73     | 99          | 97         |
| cached    | 0   | cyclic      | ryzen   | raid-nvme       | 1352.2365   | 1347.4375   | 1308.07     | 99          | 96         |
| cached    | 0   | cyclic      | ryzen   | raid-sata       | 1358.227    | 1345.926    | 1317.472    | 99          | 96         |
| cached    | 0   | cyclic      | xeon    | samsung-990-pro | 3128.7925   | 3120.6385   | 3058.712    | 99          | 97         |
| cached    | 0   | cyclic      | xeon    | wd-sn640        | 3116.086    | 3121.949    | 3064.472    | 100         | 98         |
| cached    | 0   | cyclic-fuzz | ryzen   | nvme            | 1437.406    | 1412.249    | 1385.478    | 98          | 96         |
| cached    | 0   | cyclic-fuzz | ryzen   | raid-nvme       | 1440.671    | 1430.113    | 1389.261    | 99          | 96         |
| cached    | 0   | cyclic-fuzz | ryzen   | raid-sata       | 1440.9125   | 1421.255    | 1397.439    | 98          | 96         |
| cached    | 0   | cyclic-fuzz | xeon    | samsung-990-pro | 3294.3685   | 3299.5725   | 3237.4165   | 100         | 98         |
| cached    | 0   | cyclic-fuzz | xeon    | wd-sn640        | 3263.741    | 3307.524    | 3202.232    | 101         | 98         |
| cached    | 0   | uniform     | ryzen   | nvme            | 8119.053    | 7844.092    | 7676.1565   | 96          | 94         |
| cached    | 0   | uniform     | ryzen   | raid-nvme       | 8137.3975   | 7892.761    | 7712.002    | 96          | 94         |
| cached    | 0   | uniform     | ryzen   | raid-sata       | 8110.185    | 7863.769    | 7695.275    | 96          | 94         |
| cached    | 0   | uniform     | xeon    | samsung-990-pro | 15479.6895  | 15265.2895  | 15117.0765  | 98          | 97         |
| cached    | 0   | uniform     | xeon    | wd-sn640        | 15449.9305  | 15297.224   | 15076.9665  | 99          | 97         |
| cached    | 1   | cyclic      | ryzen   | nvme            | 1403.861    | 1353.219    | 1323.575    | 96          | 94         |
| cached    | 1   | cyclic      | ryzen   | raid-nvme       | 1399.7075   | 1343.395    | 1312.7635   | 95          | 93         |
| cached    | 1   | cyclic      | ryzen   | raid-sata       | 1402.7835   | 1363.691    | 1319.937    | 97          | 94         |
| cached    | 1   | cyclic      | xeon    | samsung-990-pro | 3246.2185   | 3115.4875   | 3074.1625   | 95          | 94         |
| cached    | 1   | cyclic      | xeon    | wd-sn640        | 3223.915    | 3110.301    | 3045.989    | 96          | 94         |
| cached    | 1   | cyclic-fuzz | ryzen   | nvme            | 1487.446    | 1424.818    | 1402.844    | 95          | 94         |
| cached    | 1   | cyclic-fuzz | ryzen   | raid-nvme       | 1493.866    | 1439.1365   | 1393.0725   | 96          | 93         |
| cached    | 1   | cyclic-fuzz | ryzen   | raid-sata       | 1491.2785   | 1440.1875   | 1406.8605   | 96          | 94         |
| cached    | 1   | cyclic-fuzz | xeon    | samsung-990-pro | 3416.988    | 3295.116    | 3253.674    | 96          | 95         |
| cached    | 1   | cyclic-fuzz | xeon    | wd-sn640        | 3416.235    | 3308.878    | 3227.132    | 96          | 94         |
| cached    | 1   | uniform     | ryzen   | nvme            | 8503.206    | 7902.538    | 7688.826    | 92          | 90         |
| cached    | 1   | uniform     | ryzen   | raid-nvme       | 8470.7505   | 7928.8525   | 7694.4505   | 93          | 90         |
| cached    | 1   | uniform     | ryzen   | raid-sata       | 8502.937    | 7894.9065   | 7711.8055   | 92          | 90         |
| cached    | 1   | uniform     | xeon    | samsung-990-pro | 16122.007   | 15320.0615  | 15108.667   | 95          | 93         |
| cached    | 1   | uniform     | xeon    | wd-sn640        | 16183.318   | 15312.2955  | 15171.141   | 94          | 93         |
| cached    | 8   | cyclic      | ryzen   | nvme            | 1399.873    | 1353.334    | 1325.646    | 96          | 94         |
| cached    | 8   | cyclic      | ryzen   | raid-nvme       | 1403.5515   | 1356.9975   | 1309.0995   | 96          | 93         |
| cached    | 8   | cyclic      | ryzen   | raid-sata       | 1403.2815   | 1352.2295   | 1327.07     | 96          | 94         |
| cached    | 8   | cyclic      | xeon    | samsung-990-pro | 3252.6655   | 3112.64     | 3068.832    | 95          | 94         |
| cached    | 8   | cyclic      | xeon    | wd-sn640        | 3246.819    | 3128.795    | 3044.499    | 96          | 93         |
| cached    | 8   | cyclic-fuzz | ryzen   | nvme            | 1477.036    | 1424.75     | 1391.62     | 96          | 94         |
| cached    | 8   | cyclic-fuzz | ryzen   | raid-nvme       | 1490.9015   | 1427.872    | 1396.359    | 95          | 93         |
| cached    | 8   | cyclic-fuzz | ryzen   | raid-sata       | 1494.8465   | 1438.643    | 1396.1465   | 96          | 93         |
| cached    | 8   | cyclic-fuzz | xeon    | samsung-990-pro | 3432.673    | 3303.452    | 3246.593    | 96          | 94         |
| cached    | 8   | cyclic-fuzz | xeon    | wd-sn640        | 3420.26     | 3284.678    | 3239.283    | 96          | 94         |
| cached    | 8   | uniform     | ryzen   | nvme            | 8510.0945   | 7946.722    | 7740.989    | 93          | 90         |
| cached    | 8   | uniform     | ryzen   | raid-nvme       | 8519.25     | 7981.6175   | 7743.736    | 93          | 90         |
| cached    | 8   | uniform     | ryzen   | raid-sata       | 8514.457    | 7958.963    | 7727.0705   | 93          | 90         |
| cached    | 8   | uniform     | xeon    | samsung-990-pro | 16202.896   | 15303.2565  | 15124.7635  | 94          | 93         |
| cached    | 8   | uniform     | xeon    | wd-sn640        | 16215.286   | 15328.1545  | 15168.022   | 94          | 93         |
| cached    | 16  | cyclic      | ryzen   | nvme            | 1408.848    | 1366.537    | 1325.562    | 96          | 94         |
| cached    | 16  | cyclic      | ryzen   | raid-nvme       | 1402.301    | 1351.7025   | 1320.454    | 96          | 94         |
| cached    | 16  | cyclic      | ryzen   | raid-sata       | 1405.923    | 1355.422    | 1326.118    | 96          | 94         |
| cached    | 16  | cyclic      | xeon    | samsung-990-pro | 3249.693    | 3123.7245   | 3065.6355   | 96          | 94         |
| cached    | 16  | cyclic      | xeon    | wd-sn640        | 3246.472    | 3115.144    | 3060.836    | 95          | 94         |
| cached    | 16  | cyclic-fuzz | ryzen   | nvme            | 1485.236    | 1431.955    | 1398.898    | 96          | 94         |
| cached    | 16  | cyclic-fuzz | ryzen   | raid-nvme       | 1487.761    | 1433.894    | 1398.0905   | 96          | 93         |
| cached    | 16  | cyclic-fuzz | ryzen   | raid-sata       | 1499.0805   | 1447.9865   | 1402.093    | 96          | 93         |
| cached    | 16  | cyclic-fuzz | xeon    | samsung-990-pro | 3431.803    | 3316.721    | 3229.677    | 96          | 94         |
| cached    | 16  | cyclic-fuzz | xeon    | wd-sn640        | 3401.301    | 3288.889    | 3239.12     | 96          | 95         |
| cached    | 16  | uniform     | ryzen   | nvme            | 8504.0145   | 7981.0315   | 7763.357    | 93          | 91         |
| cached    | 16  | uniform     | ryzen   | raid-nvme       | 8525.8095   | 7972.7645   | 7767.298    | 93          | 91         |
| cached    | 16  | uniform     | ryzen   | raid-sata       | 8504.741    | 7967.528    | 7777.949    | 93          | 91         |
| cached    | 16  | uniform     | xeon    | samsung-990-pro | 16251.289   | 15379.6205  | 15166.5035  | 94          | 93         |
| cached    | 16  | uniform     | xeon    | wd-sn640        | 16216.5115  | 15324.0235  | 15134.9315  | 94          | 93         |
| cached    | 32  | cyclic      | ryzen   | nvme            | 1400.01     | 1352.664    | 1323.62     | 96          | 94         |
| cached    | 32  | cyclic      | ryzen   | raid-nvme       | 1398.9055   | 1348.5555   | 1325.612    | 96          | 94         |
| cached    | 32  | cyclic      | ryzen   | raid-sata       | 1405.062    | 1360.9365   | 1323.095    | 96          | 94         |
| cached    | 32  | cyclic      | xeon    | samsung-990-pro | 3273.2745   | 3121.263    | 3068.6315   | 95          | 93         |
| cached    | 32  | cyclic      | xeon    | wd-sn640        | 3251.487    | 3124.141    | 3068.386    | 96          | 94         |
| cached    | 32  | cyclic-fuzz | ryzen   | nvme            | 1479.333    | 1423.643    | 1402.326    | 96          | 94         |
| cached    | 32  | cyclic-fuzz | ryzen   | raid-nvme       | 1488.965    | 1436.6425   | 1405.279    | 96          | 94         |
| cached    | 32  | cyclic-fuzz | ryzen   | raid-sata       | 1487.874    | 1438.215    | 1408.67     | 96          | 94         |
| cached    | 32  | cyclic-fuzz | xeon    | samsung-990-pro | 3436.6675   | 3284.305    | 3247.039    | 95          | 94         |
| cached    | 32  | cyclic-fuzz | xeon    | wd-sn640        | 3422.89     | 3299.481    | 3231.075    | 96          | 94         |
| cached    | 32  | uniform     | ryzen   | nvme            | 8528.622    | 7959.984    | 7749.1195   | 93          | 90         |
| cached    | 32  | uniform     | ryzen   | raid-nvme       | 8494.4445   | 7977.1035   | 7767.662    | 93          | 91         |
| cached    | 32  | uniform     | ryzen   | raid-sata       | 8516.389    | 7945.3915   | 7757.144    | 93          | 91         |
| cached    | 32  | uniform     | xeon    | samsung-990-pro | 16269.5715  | 15278.0285  | 15138.832   | 93          | 93         |
| cached    | 32  | uniform     | xeon    | wd-sn640        | 16248.902   | 15311.2305  | 15174.4115  | 94          | 93         |
| cached-os | 0   | cyclic      | ryzen   | nvme            | 2981.522    | 2918.846    | 2923.871    | 97          | 98         |
| cached-os | 0   | cyclic      | ryzen   | raid-nvme       | 2989.0815   | 2901.4325   | 2895.5035   | 97          | 96         |
| cached-os | 0   | cyclic      | ryzen   | raid-sata       | 2991.0045   | 2914.115    | 2909.086    | 97          | 97         |
| cached-os | 0   | cyclic      | xeon    | samsung-990-pro | 8764.5165   | 8342.526    | 8329.7515   | 95          | 95         |
| cached-os | 0   | cyclic      | xeon    | wd-sn640        | 8543.973    | 8156.298    | 8188.597    | 95          | 95         |
| cached-os | 0   | cyclic-fuzz | ryzen   | nvme            | 3223.827    | 3136.631    | 3124.95     | 97          | 96         |
| cached-os | 0   | cyclic-fuzz | ryzen   | raid-nvme       | 3249.988    | 3164.8535   | 3149.8395   | 97          | 96         |
| cached-os | 0   | cyclic-fuzz | ryzen   | raid-sata       | 3238.2825   | 3149.341    | 3149.023    | 97          | 97         |
| cached-os | 0   | cyclic-fuzz | xeon    | samsung-990-pro | 9472.147    | 8998.8125   | 9029.902    | 95          | 95         |
| cached-os | 0   | cyclic-fuzz | xeon    | wd-sn640        | 9260.075    | 8846.793    | 8816.577    | 95          | 95         |
| cached-os | 0   | uniform     | ryzen   | nvme            | 22591.085   | 22024.9655  | 22056.862   | 97          | 97         |
| cached-os | 0   | uniform     | ryzen   | raid-nvme       | 22581.903   | 22002.9645  | 22007.896   | 97          | 97         |
| cached-os | 0   | uniform     | ryzen   | raid-sata       | 22599.499   | 22014.206   | 22099.7285  | 97          | 97         |
| cached-os | 0   | uniform     | xeon    | samsung-990-pro | 65366.973   | 63066.5475  | 63212.705   | 96          | 96         |
| cached-os | 0   | uniform     | xeon    | wd-sn640        | 63686.746   | 61679.929   | 61841.434   | 96          | 97         |
| cached-os | 1   | cyclic      | ryzen   | nvme            | 3153.687    | 3012.102    | 2959.201    | 95          | 93         |
| cached-os | 1   | cyclic      | ryzen   | raid-nvme       | 3132.38     | 3006.327    | 2943.6635   | 95          | 93         |
